"","State","asian_prop","black_prop","hispanic_prop","white_prop","ppbill","pcttip","flair","intro","selling","repeat.","customer_name","smile","thanks","Extraverted_enthusiastic","Critical_quarrelsome","Dependable_selfdisciplined","Anxious_easily_upset","Reserved_quiet","Sympathetic_warm","Disorganized_careless","Conventional_uncreative","birth_yr","sex","race"
"251","tn",0.5,1,0.5,98,40,8,"Never","Always","Sometimes","Always","Never","Always","Always","6","1","6","4","4","7","2","4",1988,"Female","White"
"252","ny",3,5,2,90,8.95,16,"Never","Always","Sometimes","Always","Always","Always","Never","7","5","7","2","1","5","2","2",1988,"Male","White"
"253","nc",8,10,2,80,13,21,"Never","Always","Always","Always","Sometimes","Always","Never","7","2","7","1","1","7","1","3",1985,"Male","White"
"255","nj",5,10,10,75,18,12,"Never","Sometimes","Often","Sometimes","Sometimes","Often","Sometimes","5","5","6","2","1","5","2","1",1974,"Female","White"
"256","sc",2,6,2,90,15,18,"Never","Always","Sometimes","Sometimes","Never","Sometimes","Always","2","3","7","7","6","6","5","5",1979,"Female","White"
"257","ga",0,25,10,65,18,10,"Often","Always","Always","Always","Often","Often","Sometimes","7","1","6","1","2","5","3","2",1976,"Male","White"
"258","tx",35,10,5,50,16.5,15,"Never","Always","Always","Always","Often","Always","Always","6","7","7","4","4","6","3","3",1983,"Female","White"
"259","al",5,13,2,80,40,18,"Never","Never","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","2","2","6","1","5","5","2","1",1979,"Female","White"
"260","ny",1,1,2,96,21,15,"Sometimes","Sometimes","Sometimes","Always","Often","Always","Often","7","5","6","4","3","6","5","2",1988,"Female","White"
"261","ga",15,75,2,9,6,20,"Always","Always","Always","Always","Often","Always","Always","6","1","6","1","1","6","1","1",1977,"Female","White"
"262","va",3,15,3,80,30,17,"Never","Often","Sometimes","Sometimes","Never","Never","Sometimes","5","3","6","3","6","6","3","3",1981,"Female","White"
"263","nj",10,10,30,10,15,20,"Sometimes","Always","Often","Always","Never","Always","Always","5","2","6","6","6","6","2","3",1981,"Female","White"
"264","ma",20,20,10,50,15,17,"Never","Always","Always","Never","Never","Always","Always","6","6","6","3","4","5","1","3",1981,"Female","White"
"265","canada",10,10,15,65,30,15,"Sometimes","Sometimes","Often","Always","Sometimes","Often","Never","6","3","5","2","2","3","4","2",1985,"Female","White"
"267","mi",7,30,3,60,12,18,"Always","Always","Always","Always","Never","Always","Always","6","1","7","3","6","6","4","1",1982,"Female","White"
"269","md",5,0,5,90,20,12,"Often","Always","Often","Often","Never","Sometimes","Often","7","5","6","5","2","5","3","2",1986,"Female","White"
"270","tx",10,15,50,25,20,12,"Never","Always","Often","Always","Often","Always","Always","7","2","5","3","1","7","4","3",1975,"Female","White"
"271","il",10,10,15,65,20,15,"Always","Always","Always","Always","Never","Always","Always","7","3","6","3","3","7","2","6",1984,"Female","White"
"272","nj",5,10,5,80,15,15,"Always","Always","Always","Always","Sometimes","Always","Always","7","2","3","1","1","5","4","2",1983,"Female","White"
"273","oh",1,1,1,97,15,15,"Sometimes","Always","Often","Often","Often","Sometimes","Always","6","5","7","6","5","7","4","1",1980,"Female","White"
"274","mi",1,30,10,49,15,35,"Never","Always","Often","Often","Often","Always","Always","6","2","4","2","1","6","1","3",1985,"Female","White"
"276","fl",5,10,10,75,14,18,"Sometimes","Always","Often","Never","Sometimes","Sometimes","Always","6","3","5","2","2","6","1","5",1978,"Female","White"
"278","ca",5,2,8,85,20,18,"Never","Sometimes","Always","Always","Often","Often","Always","3","4","6","4","6","6","2","6",1983,"Female","White"
"279","nc",5,30,5,60,10,15,"Never","Always","Often","Always","Sometimes","Always","Often","6","3","5","3","5","6","3","2",1988,"Female","White"
"280","ri",25,0,0,75,20,20,"Never","Always","Always","Always","Often","Always","Always","6","2","7","2","4","5","1","1",1984,"Female","White"
"282","tx",5,10,35,50,16,22,"Always","Always","Sometimes","Always","Always","Always","Often","7","1","4","2","1","6","2","2",1987,"Female","White"
"286","fl",3,5,22,70,12,20,"Sometimes","Always","Sometimes","Often","Never","Often","Often","3","1","7","1","5","7","2","5",1985,"Male","Hispanic"
"287","dc",5,10,10,75,50,10,"Never","Never","Sometimes","Often","Sometimes","Often","Sometimes","7","4","6","5","1","6","2","1",1981,"Female","White"
"289","az",5,15,30,50,20,16,"Always","Always","Always","Often","Sometimes","Always","Always","7","5","6","6","2","3","4","2",1988,"Female","White"
"291","co",7,8,5,80,20,18,"Never","Always","Always","Often","Sometimes","Always","Never","7","5","7","2","1","6","2","6",1985,"Female","White"
"292","mi",0,0,10,90,30,2,"Never","Often","Sometimes","Always","Often","Always","Always","5","2","5","4","3","6","3","3",1985,"Female","White"
"293","ny",10,10,10,70,40,18,"Always","Always","Always","Never","Sometimes","Sometimes","Always","6","2","7","5","1","7","1","1",1987,"Female","White"
"295","va",15,25,15,45,10,15,"Never","Always","Always","Sometimes","Often","Often","Always","5","4","6","6","5","7","1","2",1986,"Female","White"
"296","nc",5,35,5,55,9,16,"Sometimes","Always","Often","Sometimes","Never","Always","Never","7","2","6","2","1","6","1","1",1986,"Female","White"
"297","co",25,0,0,75,10,10,"Sometimes","Never","Never","Often","Never","Often","Sometimes","7","2","7","4","4","3","4","1",1985,"Female","White"
"298","tx",15,30,30,45,20,13,"Sometimes","Always","Always","Often","Never","Always","Always","7","2","6","7","1","7","1","5",1988,"Female","White"
"300","ma",20,7,3,70,25,20,"Always","Sometimes","Sometimes","Always","Sometimes","Always","Always","6","3","5","5","4","5","3","6",1982,"Female","White"
"301","ca",15,5,5,75,30,17,"Never","Never","Sometimes","Often","Sometimes","Sometimes","Never","6","3","3","4","5","7","6","2",1975,"Female","White"
"302","va",1,3,1,95,15,18,"Never","Always","Sometimes","Sometimes","Sometimes","Often","Never","6","1","5","2","3","6","5","3",1983,"Male","White"
"303","or",40,10,15,35,15,18,"Sometimes","Often","Often","Always","Often","Always","Never","4","2","7","5","6","7","4","1",1985,"Female","White"
"307","oh",5,10,5,80,10,12,"Never","Always","Sometimes","Often","Sometimes","Sometimes","Never","1","3","6","2","7","6","2","1",1983,"Female","White"
"308","il",5,20,15,60,12,17,"Often","Always","Sometimes","Always","Never","Always","Never","7","1","7","1","1","6","4","2",1986,"Female","White"
"309","wa",15,5,10,70,12,19,"Never","Never","Sometimes","Never","Sometimes","Sometimes","Never","4","6","5","7","4","4","5","2",1978,"Male","White"
"310","ca",5,10,40,45,100,5,"Sometimes","Sometimes","Always","Sometimes","Often","Always","Never","5","5","7","5","5","6","1","5",1988,"Female","White"
"311","ny",2,10,3,85,15,17.5,"Never","Always","Always","Sometimes","Never","Often","Always","6","5","7","5","3","7","4","1",1985,"Female","White"
"312","fl",1,45,15,39,15,15,"Always","Always","Often","Often","Sometimes","Often","Always","3","2","2","6","7","4","2","1",1983,"Female","White"
"313","ga",0,20,2,78,10,15,"Never","Often","Always","Often","Often","Often","Often","3","1","7","5","5","7","1","5",1984,"Female","White"
"314","mn",20,10,10,60,20,20,"Sometimes","Often","Always","Often","Sometimes","Often","Often","6","3","6","2","2","5","3","4",1981,"Female","White"
"315","ga",1,5,0,94,11,20,"Sometimes","Often","Always","Always","Often","Always","Never","7","5","6","2","1","5","1","1",1984,"Female","White"
"316","md",5,10,5,80,50,20,"Never","Always","Always","Often","Often","Never","Never","6","5","7","1","5","6","1","2",1981,"Male","White"
"317","md",10,25,5,60,45,18,"Often","Always","Often","Always","Often","Always","Always","7","1","5","1","1","7","2","3",1973,"Female","White"
"319","ky",2,30,8,60,20,16,"Sometimes","Sometimes","Often","Always","Always","Often","Sometimes","3","6","6","1","6","6","1","2",1981,"Male","White"
"321","mi",5,12,8,75,12,15,"Never","Often","Sometimes","Always","Often","Always","Often","3","1","6","2","6","7","2","6",1983,"Female","White"
"323","nj",5,8,12,75,35,16,"Never","Always","Sometimes","Sometimes","Sometimes","Always","Never","5","6","7","4","1","6","2","1",1987,"Male","Hispanic"
"324","ny",5,30,15,50,30,10,"Always","Always","Always","Always","Never","Often","Always","5","4","6","5","4","6","1","1",1977,"Male","White"
"325","tx",5,30,20,45,30,13,"Never","Always","Always","Always","Never","Often","Never","7","2","7","5","3","6","1","1",1986,"Female","Asian"
"326","ca",7,3,20,70,25,20,"Sometimes","Never","Always","Sometimes","Sometimes","Often","Sometimes","5","4","5","5","5","7","5","3",1968,"Female","White"
"328","ok",1,1,3,95,16,10,"Never","Always","Often","Often","Never","Often","Always","4","5","5","5","4","4","4","3",1982,"Female","White"
"329","ma",2,10,2,88,25,18,"Often","Always","Often","Often","Often","Often","Often","7","2","6","2","2","7","3","1",1979,"Female","White"
"330","nc",5,40,5,40,10,17,"Never","Never","Never","Often","Sometimes","Always","Never","7","6","3","5","2","5","6","2",1984,"Female","White"
"331","ma",15,15,5,65,25,18,"Sometimes","Always","Sometimes","Often","Sometimes","Always","Often","6","2","7","5","2","5","1","2",1985,"Female","White"
"332","nj",10,5,5,80,100,15,"Often","Often","Often","Often","Often","Often","Often","4","4","4","4","4","4","4","4",1984,"Male","White"
"334","ga",5,25,5,65,9,15,"Often","Often","Always","Often","Sometimes","Always","Never","6","2","6","2","3","5","5","1",1983,"Female","White"
"335","tx",5,50,40,50,30,25,"Never","Sometimes","Sometimes","Often","Always","Always","Never","4","2","5","3","4","6","1","2",1981,"Female","White"
"336","md",5,20,2,70,50,15,"Sometimes","Sometimes","Always","Sometimes","Often","Never","Never","2","2","6","5","5","6","1","3",1986,"Female","White"
"337","ak",10,10,10,70,20,14,"Sometimes","Often","Often","Sometimes","Sometimes","Often","Never","2","4","7","5","5","6","1","2",1985,"Female","White"
"338","mo",1,60,1,38,25,15,"Never","Often","Often","Often","Often","Often","Sometimes","5","3","6","5","7","6","3","3",1985,"Female","Black"
"339","ca",35,45,5,15,30,12,"Never","Always","Always","Often","Never","Always","Always","7","2","3","2","1","7","2","1",1982,"Female","White"
"340","md",10,25,20,45,13,18,"Sometimes","Always","Always","Sometimes","Sometimes","Sometimes","Sometimes","3","4","3","5","7","7","5","2",1976,"Female","White"
"341","ak",4,6,0,90,20,17,"Never","Sometimes","Never","Always","Never","Always","Never","7","1","7","1","5","6","1","2",1985,"Female","White"
"342","va",2,45,3,50,40,8,"Never","Always","Often","Always","Often","Often","Always","7","1","6","1","1","6","1","1",1984,"Female","White"
"343","wi",7,5,8,80,12,17,"Never","Always","Often","Always","Never","Always","Sometimes","6","7","6","2","1","4","1","1",1988,"Female","White"
"344","ca",15,15,10,65,15,12,"Never","Always","Often","Always","Sometimes","Always","Often","7","4","6","2","1","6","4","4",1957,"Female","White"
"345","ca",1,5,3,91,7,15,"Never","Sometimes","Often","Sometimes","Always","Sometimes","Never","6","5","6","2","4","6","1","5",1966,"Female","White"
"346","tx",5,10,5,80,20,17,"Never","Always","Always","Often","Often","Sometimes","Sometimes","7","4","7","2","1","5","1","1",1978,"Female","White"
"348","canada",1,1,1,97,25,15,"Sometimes","Often","Sometimes","Sometimes","Often","Often","Often","6","1","7","5","3","6","1","2",1967,"Female","White"
"349","co",0,0,3,97,10,10,"Never","Often","Sometimes","Never","Often","Often","Often","7","5","6","1","1","5","1","1",1988,"Female","White"
"350","va",5,10,10,75,12,17,"Never","Always","Sometimes","Sometimes","Never","Often","Never","6","2","3","6","2","7","7","5",1987,"Female","White"
"351","va",5,10,5,80,15,22,"Never","Always","Sometimes","Often","Often","Always","Always","7","3","6","5","5","7","5","1",1988,"Female","White"
"352","nh",1,1,1,97,20,17,"Never","Often","Sometimes","Sometimes","Sometimes","Sometimes","Always","5","7","7","2","7","6","2","3",1987,"Female","White"
"353","la",5,40,20,35,10,15,"Always","Always","Often","Often","Sometimes","Sometimes","Often","7","2","6","4","3","6","4","2",1985,"Female","White"
"354","canada",30,20,10,40,40,10,"Never","Sometimes","Sometimes","Sometimes","Never","Often","Always","7","1","7","1","2","6","1","4",1982,"Female","White"
"355","ny",2,5,5,88,20,18,"Never","Often","Always","Sometimes","Never","Often","Always","3","3","5","1","3","5","3","5",1973,"Female","White"
"357","va",1,45,2,52,20,12,"Always","Always","Always","Always","Sometimes","Sometimes","Often","4","2","5","5","4","6","4","2",1981,"Male","White"
"358","mn",75,4,1,20,15,15,"Never","Always","Often","Often","Sometimes","Often","Always","2","2","6","5","6","6","2","3",1977,"Male","Asian"
"359","pa",5,10,5,80,10,12,"Never","Always","Often","Often","Never","Often","Often","6","1","5","6","5","6","5","2",1988,"Female","White"
"360","ut",5,5,5,85,18,5,"Never","Sometimes","Sometimes","Always","Sometimes","Often","Sometimes","5","1","6","1","6","3","2","3",1968,"Male","White"
"361","nm",10,20,30,40,8,20,"Always","Always","Always","Often","Sometimes","Often","Often","7","2","6","1","1","6","2","3",1987,"Male","White"
"362","nc",5,10,1,84,15,18,"Never","Often","Sometimes","Sometimes","Sometimes","Sometimes","Never","6","6","6","6","3","6","3","4",1987,"Male","White"
"363","pa",2,1,2,95,11,18,"Sometimes","Always","Always","Often","Sometimes","Often","Sometimes","6","1","7","2","3","6","1","3",1984,"Female","White"
"364","canada",35,10,2,53,45,17,"Often","Often","Always","Often","Sometimes","Always","Always","7","3","5","2","2","6","3","2",1985,"Female","White"
"365","fl",0,0,0,100,60,20,"Never","Often","Always","Sometimes","Often","Often","Never","6","5","6","4","2","7","4","3",1960,"Male","White"
"368","ca",5,5,10,80,15,15,"Never","Always","Always","Always","Sometimes","Often","Always","5","2","6","2","3","6","4","2",1972,"Female","White"
"369","mn",1,1,1,97,20,20,"Often","Always","Always","Often","Often","Always","Sometimes","6","2","6","2","3","7","1","1",1987,"Female","White"
"370","mi",0,25,0,75,15,20,"Always","Never","Always","Always","Always","Always","Never","4","6","7","7","7","7","1","1",1976,"Female","White"
"371","tx",1,35,10,54,15,15,"Never","Always","Often","Often","Never","Often","Often","6","1","7","2","6","6","1","4",1986,"Female","White"
"372","ca",25,5,30,40,25,25,"Never","Always","Often","Often","Sometimes","Often","Always","5","3","7","5","4","6","1","6",1973,"Female","White"
"374","fl",1,10,5,84,10,25,"Sometimes","Always","Always","Always","Sometimes","Always","Often","7","5","6","2","1","5","5","1",1981,"Female","White"
"376","la",5,30,5,60,100,15,"Never","Always","Often","Sometimes","Never","Sometimes","Never","6","3","6","1","1","6","1","1",1988,"Female","White"
"377","or",5,5,8,82,18,17,"Never","Always","Often","Always","Sometimes","Always","Sometimes","5","2","6","5","6","6","1","1",1981,"Female","White"
"379","oh",0,25,5,70,8,12,"Never","Never","Always","Always","Sometimes","Never","Never","1","1","7","4","6","4","4","3",1974,"Female","White"
"380","ny",1,1,1,97,100,20,"Never","Never","Often","Sometimes","Sometimes","Sometimes","Never","4","3","6","2","5","5","1","2",1977,"Female","White"
"381","ny",30,5,5,60,60,18,"Always","Always","Sometimes","Sometimes","Never","Often","Always","7","5","6","2","1","6","5","5",1986,"Male","White"
"382","ny",7,3,1,85,10,17,"Always","Often","Sometimes","Sometimes","Never","Sometimes","Sometimes","2","5","7","6","4","4","3","2",1985,"Female","White"
"384","texa",5,10,45,40,25,20,"Never","Never","Often","Never","Never","Never","Never","1","4","7","1","6","4","1","4",1960,"Male","White"
"385","tx",5,15,40,40,15,20,"Sometimes","Always","Sometimes","Always","Sometimes","Often","Always","5","4","4","4","4","5","5","3",1986,"Female","White"
"386","tx",5,10,10,75,15,15,"Never","Always","Always","Always","Sometimes","Always","Often","7","1","5","1","2","6","4","1",1984,"Female","White"
"389","mn",10,30,10,50,20,15,"Often","Always","Often","Always","Often","Often","Often","6","2","7","3","4","6","2","4",1980,"Female","White"
"390","ca",4,5,5,86,15,22,"Never","Never","Sometimes","Always","Often","Always","Always","2","1","2","5","5","7","6","1",1977,"Female","White"
"391","tx",5,15,20,60,15,25,"Never","Often","Never","Often","Sometimes","Always","Sometimes","7","3","3","2","1","7","6","2",1985,"Female","White"
"393","ar",0,0,1,99,75,20,"Sometimes","Sometimes","Often","Often","Always","Often","Never","7","4","7","5","3","6","2","1",1979,"Female","White"
"394","ma",0,20,10,70,10,18,"Sometimes","Always","Always","Always","Sometimes","Often","Always","7","2","7","3","2","6","1","4",1986,"Female","White"
